0.289,1.601,-1.092,0.158,-0.367,0.797,0.888,-0.578,0.859,2.077,0.794,0.077,1.683,-1.745,-0.585,0.239,0.022,0.686,1.593,0.801,1.000
0.551,0.267,0.676,0.591,1.287,-0.557,-0.005,1.001,-0.468,0.534,1.223,2.404,1.417,2.753,0.866,-0.094,1.119,0.844,1.772,-0.930,1.000
0.037,-0.791,-0.473,1.457,0.910,0.359,-1.403,2.057,-0.093,1.954,-1.048,2.148,0.163,1.330,0.582,0.477,1.694,1.710,-0.323,-0.330,1.000
-0.867,-0.496,-0.489,0.942,-0.831,1.259,0.644,-0.271,0.917,-1.032,0.753,-0.851,-1.388,-0.422,0.254,1.400,-1.872,1.759,-1.399,-0.615,1.000
0.169,0.216,0.796,0.623,-0.645,0.585,0.106,-0.555,0.741,-1.748,1.064,-0.340,0.746,1.388,-0.686,-3.085,-2.505,0.875,1.105,0.094,0.000
0.374,1.732,1.115,-0.168,3.558,0.736,0.702,-0.374,2.495,1.212,0.397,0.828,2.324,2.739,1.788,0.299,2.302,-0.245,0.015,-0.280,1.000
0.438,-0.694,0.181,0.810,0.035,-0.116,-1.012,0.599,-0.079,2.026,-1.444,0.888,-0.698,-0.246,-0.429,0.199,-0.142,-1.232,0.308,-0.213,1.000
0.929,1.944,1.220,0.392,0.255,-0.409,-1.508,1.117,1.150,0.645,1.060,0.862,-1.323,1.492,-0.752,1.801,0.716,-0.535,0.446,0.002,1.000
1.259,1.012,-0.607,2.306,-0.998,0.917,3.433,-0.020,0.210,0.987,0.753,2.559,1.335,2.075,0.273,1.668,0.963,0.470,1.140,-1.205,1.000
0.020,0.035,1.449,0.463,2.423,1.785,2.059,0.587,-0.462,0.794,1.476,1.314,2.480,2.611,-0.099,-0.232,0.474,2.308,1.054,2.212,0.000
1.555,1.335,0.393,1.581,1.934,1.536,-0.435,1.564,0.562,1.862,0.703,1.792,0.606,0.916,-1.377,0.867,1.099,2.173,0.596,-0.218,1.000
0.776,0.778,0.588,0.332,-0.560,0.455,0.009,1.982,1.795,-0.170,0.531,0.945,-1.098,1.152,0.612,1.829,-1.019,1.078,-0.488,0.707,0.000
0.280,0.507,-1.097,-2.670,-0.064,-2.376,0.223,-0.854,-1.129,-0.619,-0.534,-1.275,0.447,0.648,-0.690,-0.135,-1.063,-0.851,-1.393,-0.560,1.000
0.825,-0.870,-0.534,1.330,-1.997,-1.406,-1.804,-0.225,-1.326,1.699,0.203,1.488,-0.938,-1.330,-0.597,0.080,0.233,1.106,1.534,-0.774,1.000
1.565,1.949,0.045,1.081,0.092,1.349,0.336,0.963,1.334,0.185,0.151,-0.494,0.096,-0.010,1.110,-1.295,-1.681,0.047,0.823,-0.510,0.000
-0.632,1.116,-1.325,0.534,0.192,-0.912,0.956,0.565,-0.614,-0.235,-0.157,-0.235,-1.114,1.538,0.465,0.625,-0.140,1.285,-0.089,-0.061,1.000
-2.132,1.722,-1.291,0.677,1.204,1.183,-0.558,-0.960,1.851,-0.610,1.960,-1.719,-1.416,1.153,-1.645,0.532,0.418,0.041,-2.351,1.814,0.000
1.486,0.699,-0.071,-2.494,1.695,-1.447,2.336,0.652,0.310,3.579,2.245,1.839,1.841,1.885,2.142,2.282,1.657,1.069,2.369,4.271,1.000
0.997,-0.494,1.162,0.426,-2.198,0.640,1.015,0.632,0.084,-1.487,1.741,2.161,1.490,0.191,-0.335,-0.753,1.008,0.887,1.036,1.109,0.000
0.913,0.508,1.234,0.035,1.167,0.442,1.812,0.814,-0.132,-0.353,1.460,2.048,1.928,2.820,-0.585,0.577,0.630,1.172,1.234,1.991,0.000
-0.886,0.203,0.648,0.141,0.394,-0.752,2.183,-0.773,-0.479,1.192,-0.084,-0.940,0.412,-1.032,1.657,0.707,-0.932,0.527,1.369,0.398,0.000
3.274,0.919,1.724,-0.366,3.242,2.188,-0.897,3.573,2.198,-1.045,1.406,1.370,1.144,2.705,-0.177,1.975,0.123,3.893,0.945,1.232,0.000
0.673,1.274,2.247,0.691,1.542,1.640,1.110,0.862,1.054,0.168,1.169,1.338,1.752,2.781,1.552,-0.865,0.193,1.082,1.985,2.847,0.000
0.506,-0.005,-1.586,-1.557,-1.457,-1.345,-0.190,-0.589,-1.433,-2.097,1.381,0.477,-0.462,1.473,-1.028,0.169,-0.373,0.350,0.481,1.207,0.000
-0.879,1.795,1.458,0.077,0.991,1.165,3.324,1.566,1.274,0.451,3.177,2.035,4.428,2.828,1.309,-2.153,0.231,2.076,2.925,1.536,0.000
2.140,1.533,2.706,1.147,1.857,2.442,1.722,2.719,1.405,0.844,-0.280,0.409,1.236,0.770,1.317,1.396,-0.228,1.142,0.217,0.710,0.000
-1.296,1.090,-2.954,-1.862,-1.001,-2.051,0.227,0.553,0.018,-1.827,-0.310,-2.349,-0.033,0.118,-1.516,0.495,-0.410,1.224,-2.870,0.830,1.000
1.182,0.625,-0.043,0.572,-0.351,-0.298,0.890,-0.036,1.140,-0.192,0.176,-0.421,0.471,-0.897,1.140,-1.100,0.129,1.729,1.746,1.884,0.000
2.130,-1.342,0.555,-1.077,2.857,0.805,-1.146,-1.978,-1.024,-0.735,-0.277,0.463,0.478,-0.601,2.471,0.603,0.691,0.245,0.899,-0.758,1.000
0.074,-0.162,0.957,0.444,-0.870,1.031,0.348,0.310,-0.717,-0.146,1.123,1.005,0.972,0.440,-0.969,3.159,1.046,-0.298,-1.382,0.400,1.000
-0.863,-0.571,1.437,0.769,-0.712,0.207,-0.080,0.964,-1.878,-0.703,-0.732,1.318,0.251,1.375,-0.031,-1.543,-0.607,1.025,2.029,-0.467,0.000
1.047,1.865,0.717,1.554,1.227,2.863,3.015,1.107,3.210,2.333,2.886,2.801,2.661,4.691,1.042,0.778,0.500,2.132,1.050,2.303,1.000
-0.209,1.284,1.807,1.358,3.278,2.137,1.386,-0.495,1.069,-0.189,2.098,0.854,0.017,3.406,2.153,-0.366,1.584,1.578,0.876,0.937,0.000
1.837,1.067,0.303,1.290,-1.764,-0.530,-1.649,0.170,0.529,1.206,-0.033,1.156,-0.632,-0.086,2.659,-0.264,0.826,0.258,2.022,2.137,1.000
2.701,0.648,1.080,1.155,0.114,1.583,0.183,1.058,0.496,-0.252,0.462,2.464,0.888,1.651,0.507,0.335,0.377,0.698,2.649,0.024,0.000
0.309,1.967,1.248,2.170,1.783,3.997,2.196,2.214,1.426,0.381,2.243,1.646,2.990,2.482,0.267,2.374,1.377,1.782,1.210,2.632,0.000
1.634,0.836,0.521,-0.231,-0.988,1.780,-2.020,1.384,0.250,-2.693,0.768,0.287,-1.081,-1.586,0.720,-0.091,-0.832,2.125,0.605,0.639,1.000
1.692,0.794,1.570,-0.500,1.941,1.190,1.039,-0.847,0.665,-0.890,0.992,1.498,1.652,2.378,2.040,0.876,1.992,0.290,0.256,-0.078,1.000
1.320,1.620,1.952,2.666,-1.479,3.230,1.193,1.762,3.073,0.915,2.208,0.978,2.151,-0.662,2.680,-1.511,-0.523,1.447,0.200,2.016,0.000
0.927,-0.228,0.032,0.527,-0.683,0.260,0.677,-1.823,1.630,-0.844,-0.178,-1.153,-2.475,0.852,-0.524,0.218,-1.368,-2.443,-2.905,-0.719,0.000
1.306,0.381,0.337,0.291,0.836,-0.946,0.002,-0.619,0.241,1.056,2.116,0.019,0.030,1.413,0.745,0.214,0.889,-0.288,1.307,1.271,0.000
-0.870,1.582,-0.764,-0.746,-0.504,0.075,2.878,0.780,0.939,-1.192,-0.931,-0.014,2.144,1.650,-1.092,-1.104,-1.781,-0.219,-0.207,-0.701,1.000
-0.301,0.744,0.427,1.436,3.365,1.469,-0.123,1.605,1.427,0.424,1.256,0.109,-0.815,1.733,2.237,0.835,0.554,0.571,0.206,0.140,0.000
-0.319,-0.566,-2.440,0.682,-0.101,-2.073,0.251,-0.320,-1.995,2.479,-1.711,0.835,-1.007,0.421,-0.861,0.826,1.441,-0.501,-1.304,-1.145,1.000
1.008,1.248,1.868,1.198,1.847,0.747,-0.391,2.046,2.016,2.388,0.877,2.169,-0.822,2.163,-0.524,3.835,1.681,2.170,-0.770,-0.811,1.000
0.840,0.798,1.230,0.881,1.172,1.600,-0.428,1.470,1.906,0.083,0.045,1.410,1.070,2.871,0.741,1.075,-0.449,1.427,0.898,0.413,1.000
2.006,-1.275,0.203,0.248,-0.388,-1.325,-2.029,0.890,-2.042,0.176,-0.327,0.157,-1.143,-0.800,-0.119,0.002,-0.281,0.850,0.474,0.970,0.000
-0.492,-0.229,-0.148,0.126,1.044,0.074,-0.308,-0.790,0.263,-0.345,-0.139,-1.388,-0.041,1.041,-1.459,0.684,-0.879,-0.750,-1.770,0.089,1.000
0.272,1.971,0.125,2.441,1.918,1.645,1.995,2.073,1.378,3.981,0.365,1.503,2.170,0.881,-0.446,0.293,1.446,0.649,0.772,-1.224,1.000
0.622,0.694,-0.411,1.017,1.032,1.173,0.628,1.012,-0.758,-1.321,-0.258,0.009,-1.836,2.606,0.864,1.071,-0.423,1.749,-0.178,0.881,0.000
-2.185,-0.421,-2.244,0.008,-1.661,-2.131,0.260,0.584,-2.246,1.276,-0.625,0.735,-0.870,0.306,-0.405,-0.255,0.351,-0.826,1.865,1.542,0.000
0.536,1.130,2.276,1.155,1.059,1.220,0.124,0.370,2.703,1.403,1.948,-0.901,1.557,-0.154,-0.821,-0.471,0.337,0.083,0.127,1.587,0.000
0.039,-0.114,0.245,-1.261,1.821,1.717,0.732,-1.201,1.166,-1.757,2.064,-0.765,0.236,0.610,0.065,-0.423,-1.878,0.290,0.213,0.310,1.000
2.866,3.699,2.592,4.022,1.958,2.164,1.715,1.140,3.286,2.422,3.267,0.871,1.735,2.808,2.025,1.578,1.517,3.264,3.515,3.157,1.000
-0.612,0.119,-0.102,-0.792,-0.861,-1.304,-0.410,0.018,1.240,-1.452,3.321,0.418,-0.080,0.353,1.353,-2.305,-1.191,-1.192,2.752,0.152,0.000
3.883,1.733,0.813,0.491,0.672,0.711,-0.450,1.362,2.610,-0.487,-1.377,0.606,-0.693,-0.130,3.073,-1.527,-0.536,2.661,1.619,-0.171,0.000
0.308,0.208,-1.585,0.038,-1.466,-2.151,-1.040,0.695,0.591,-0.412,-0.113,-0.646,-1.686,-0.356,-1.070,-0.279,-0.324,-0.981,-1.225,-2.234,1.000
0.936,1.020,1.741,0.123,2.957,2.625,0.934,-0.001,2.911,0.830,2.718,1.012,0.862,1.910,1.169,1.237,1.630,1.511,-0.176,1.579,0.000
-0.390,1.349,-2.760,0.761,-0.649,0.765,-0.271,1.910,-0.515,0.639,-1.106,1.840,-0.840,2.220,-0.887,2.087,0.741,0.379,-0.961,1.406,1.000
2.726,1.657,0.088,2.773,2.596,2.122,-0.137,1.387,1.460,0.118,0.031,-0.131,-0.682,2.949,-1.504,1.240,-0.337,3.084,0.748,1.677,0.000
0.359,1.410,0.171,1.813,0.671,1.533,-0.220,1.428,2.995,2.057,0.829,1.224,1.103,1.714,-1.596,-1.014,1.436,-1.241,-1.203,-0.365,0.000
1.764,0.905,2.176,1.566,0.435,1.855,0.549,2.246,2.278,0.454,2.551,1.927,2.974,1.597,0.378,0.598,0.712,1.400,1.810,1.573,0.000
1.447,1.871,3.682,1.841,1.071,2.859,0.710,1.497,3.168,0.788,1.855,1.243,2.070,0.665,0.466,1.547,1.269,1.485,1.422,1.577,0.000
0.262,-0.485,-0.614,0.211,0.245,-0.091,-0.762,-0.468,1.068,-1.565,2.638,-0.497,0.572,-0.029,1.697,-1.866,-0.433,0.562,1.489,1.635,0.000
3.324,1.474,0.828,0.668,1.835,1.360,-0.858,0.526,1.626,0.977,1.745,1.751,0.132,1.801,0.737,1.031,1.390,0.814,1.761,0.156,1.000
0.445,-0.468,-0.356,-2.572,0.071,-1.038,1.078,-0.767,1.792,-0.552,2.004,-0.192,0.508,0.673,-0.228,0.508,-0.966,0.024,0.165,-0.996,0.000
-0.379,0.654,-1.732,-1.978,-3.787,-2.992,0.125,-1.001,-1.578,-0.782,-1.117,1.056,0.476,-0.243,-1.709,-1.786,-0.634,-0.778,1.423,-0.023,1.000
-0.313,-1.147,0.238,-0.704,1.782,-0.954,0.163,-2.880,0.396,0.805,0.669,-1.406,0.185,0.194,0.781,0.590,0.343,-0.634,-0.380,0.665,1.000
-0.466,0.997,1.393,0.201,0.305,-0.343,-0.179,-1.348,-0.373,-1.020,0.114,1.490,-0.465,1.422,0.883,0.071,1.707,-0.176,0.875,-0.811,1.000
-0.462,-1.063,0.550,-1.425,2.418,0.538,0.116,0.788,-0.219,0.480,0.233,0.008,0.532,1.049,1.294,0.693,-0.601,1.457,-0.736,1.420,0.000
1.190,1.300,0.192,-0.684,-0.797,0.494,-0.627,0.372,0.616,-1.537,-1.026,-0.242,-0.153,0.573,-2.026,0.648,-1.344,-0.430,-1.401,-1.923,1.000
-0.047,1.512,1.687,1.307,0.708,2.246,1.078,1.951,1.849,0.393,0.771,0.862,2.369,2.692,-0.971,-0.512,-0.486,0.398,0.197,0.502,0.000
0.701,-2.628,-3.016,-0.078,-0.330,-0.781,-0.391,1.079,-2.258,-0.526,-2.243,0.824,-1.045,1.214,0.278,-1.066,-2.483,-0.082,-0.425,-2.433,1.000
0.949,0.281,0.275,1.370,2.257,1.395,-0.097,0.953,-0.380,0.765,0.400,2.471,-0.374,3.116,-0.515,2.356,2.138,-0.381,0.503,-0.258,1.000
-0.267,-0.931,3.435,-0.941,1.302,1.548,-0.934,0.431,-2.008,-2.694,-0.057,1.006,1.563,-0.718,1.935,-3.034,-0.032,-0.807,0.108,-1.406,0.000
1.457,3.077,1.098,1.474,2.829,2.061,1.536,2.347,0.543,3.642,0.110,1.607,1.186,2.873,-0.232,4.106,1.623,1.994,1.717,2.610,1.000
1.325,3.016,2.450,2.105,0.040,1.668,2.672,1.523,1.790,0.327,2.110,1.748,1.760,3.323,1.135,-0.243,0.572,2.478,1.852,2.610,0.000
0.112,-1.423,1.232,-0.138,0.505,0.387,2.043,-0.812,-1.045,-0.345,-0.331,1.174,0.130,1.421,1.144,-0.329,-0.574,0.928,0.310,0.324,0.000
-0.359,-2.957,-0.797,-1.804,0.426,-0.365,-1.533,-2.237,-3.626,-0.609,0.462,0.429,-0.145,0.169,-2.297,0.701,-0.128,-0.896,-0.737,0.431,1.000
2.152,1.154,2.778,-0.226,3.314,1.469,1.829,2.396,1.923,2.502,1.218,0.667,1.746,1.971,2.587,1.805,0.748,2.441,0.230,2.540,0.000
2.054,-1.700,0.741,1.657,-0.151,-0.211,1.166,2.396,0.289,1.568,0.219,3.201,-0.439,1.797,2.323,0.743,1.267,0.739,1.275,0.615,0.000
-0.834,-1.619,-0.314,-0.455,0.875,-1.619,-1.897,-0.786,-0.938,-0.857,1.505,-0.441,-0.321,-0.623,-0.470,-2.129,-0.148,1.093,0.104,-1.082,0.000
-0.660,-0.195,-0.789,-0.001,-1.976,-0.728,2.075,0.449,-0.072,0.479,-0.300,0.978,1.204,0.083,0.616,-2.010,-1.864,-1.667,1.710,-0.440,0.000
0.091,-0.637,0.931,0.334,-0.505,-0.742,-1.361,0.474,0.809,0.309,-0.017,1.355,-0.061,1.244,0.895,0.455,1.472,-0.663,-1.466,-2.513,1.000
1.308,1.730,1.712,0.372,2.698,1.442,-0.025,-0.103,1.022,-0.538,1.498,-0.278,2.200,1.032,0.223,-0.455,1.335,1.975,0.987,2.479,1.000
0.044,-0.863,-0.130,-0.931,-1.170,-0.828,-0.727,-0.994,0.244,0.439,1.976,0.476,0.565,-0.988,0.394,-1.555,-0.929,-0.544,0.948,-0.892,0.000
-0.245,1.874,0.815,0.593,0.633,1.307,-0.002,0.982,1.384,1.419,1.092,0.233,1.888,-1.355,0.760,-0.088,-0.079,0.346,2.210,1.106,0.000
-0.615,1.471,2.482,0.007,2.238,-0.149,2.801,0.725,1.257,2.927,2.378,1.814,0.725,3.033,3.386,1.230,0.956,3.602,2.684,2.462,1.000
1.760,-1.061,0.062,0.113,2.281,2.559,0.230,0.342,-0.398,-0.704,0.844,3.110,0.035,2.483,0.518,3.713,1.868,-0.043,1.129,-0.284,1.000
1.876,1.656,2.434,1.858,-2.195,1.166,-0.601,1.123,1.155,-0.806,0.286,0.282,1.682,-0.543,0.825,-1.201,0.094,0.461,1.382,1.980,0.000
-0.438,1.917,1.391,2.203,0.218,2.125,0.967,0.760,0.367,-0.138,0.734,0.013,-0.314,1.832,-1.284,2.263,0.770,1.099,-2.394,-0.187,1.000
-0.826,-1.022,-0.744,-0.171,0.308,-0.500,-0.840,1.932,-0.670,0.434,0.594,0.724,-0.704,1.932,-1.299,0.876,-0.499,0.892,-1.195,0.907,0.000
0.495,0.792,2.251,0.209,0.596,0.062,0.558,0.094,0.468,0.479,-1.154,-1.385,-0.650,0.734,-0.609,-0.271,-1.847,0.288,0.276,2.158,0.000
-2.225,-1.131,-2.040,-0.769,0.469,-1.136,1.000,-0.793,-1.632,-0.133,-0.386,-0.736,0.113,-0.162,0.722,-0.956,-0.964,-1.503,-0.573,-0.846,1.000
1.210,1.791,0.976,-0.387,0.903,2.608,1.428,0.926,1.585,-0.673,2.095,-0.325,2.171,0.586,-0.054,1.000,-0.867,1.923,0.481,2.587,0.000
0.842,-0.493,1.341,-1.105,2.115,-0.242,0.876,1.363,-0.254,0.633,-1.195,0.272,0.737,2.416,-1.488,1.766,-0.081,0.217,-1.949,0.073,1.000
-0.015,2.726,1.054,1.116,-0.693,0.178,1.067,0.955,1.225,1.913,1.120,0.844,0.148,2.258,0.625,1.750,0.529,0.091,0.994,2.243,1.000
0.103,1.839,0.362,0.484,0.968,0.941,2.891,1.478,1.299,1.529,-0.363,1.015,1.099,0.944,2.539,0.040,-0.228,1.992,0.962,0.268,1.000
1.038,2.013,2.367,2.129,2.349,3.393,2.077,2.237,2.367,1.556,0.819,1.535,3.891,1.743,1.494,0.951,2.935,0.196,0.227,1.402,0.000
-2.035,-0.208,-2.182,0.997,0.407,1.399,2.513,-0.255,2.625,0.326,0.022,0.007,-0.247,1.783,0.384,0.365,-1.008,-0.525,-1.150,-0.114,0.000
3.054,0.996,-0.751,0.278,-2.219,-1.347,-1.415,1.307,1.574,-1.208,0.627,1.117,-1.136,1.119,-0.542,-1.001,-1.250,1.010,2.878,1.465,0.000
-0.292,-0.877,0.072,1.347,-0.504,1.443,-0.575,2.799,-1.068,-0.649,0.515,2.382,1.348,2.531,1.209,0.646,1.117,0.072,-0.125,1.196,1.000
1.226,-1.332,-1.018,-1.141,-0.111,-0.639,-1.320,0.233,-0.657,-0.540,-1.876,0.651,-1.713,-0.225,-1.481,-0.956,-0.874,-0.862,-1.324,-0.425,0.000
2.168,4.612,1.288,1.431,1.151,1.711,1.512,1.607,4.468,1.883,1.741,0.003,1.426,0.644,-0.853,1.539,1.088,2.822,2.376,2.101,0.000
-3.063,-2.383,-0.271,-0.334,-1.705,-0.297,-0.945,-0.131,-2.304,-1.302,-0.357,-0.334,1.843,-1.293,-0.192,-2.550,-1.337,-0.378,-0.907,-1.192,0.000
0.415,3.272,0.484,0.040,1.952,0.756,0.874,1.504,2.804,1.120,0.569,-0.140,-0.573,1.370,-0.580,1.236,-0.263,2.532,0.269,-0.169,1.000
-0.539,0.136,0.350,0.227,-0.084,-1.030,1.558,-0.579,-0.308,1.480,0.958,0.053,-0.349,0.216,-0.879,0.630,0.960,1.163,0.964,0.718,0.000
0.396,1.179,1.116,0.893,2.015,1.279,-1.876,0.878,-0.338,0.883,-1.365,-0.998,-0.406,-1.004,-1.202,0.347,0.588,0.942,-0.074,1.955,0.000
1.996,2.227,1.246,2.760,-0.288,2.783,2.129,2.232,3.467,0.396,3.328,1.901,-0.180,1.710,1.872,2.067,0.374,2.237,2.923,2.384,0.000
0.009,2.695,2.168,1.408,-0.096,1.495,1.638,2.299,1.719,-0.558,2.011,1.591,1.294,1.372,1.146,-0.314,1.499,2.505,1.541,1.605,0.000
3.316,2.046,0.702,0.087,-0.868,0.471,0.582,1.073,2.116,0.150,1.611,0.741,0.698,0.271,0.825,1.177,-0.145,1.283,1.385,2.211,0.000
-1.478,1.219,0.347,1.084,-0.745,0.771,1.697,-0.351,0.412,0.193,1.688,-0.395,2.154,0.869,-0.402,-0.815,-0.346,-0.106,-1.183,-0.714,1.000
-0.238,-0.553,0.783,0.143,0.398,1.519,-1.238,1.010,-0.529,-1.321,0.824,0.935,-0.237,0.658,-1.616,0.338,-0.381,0.423,-0.492,0.839,0.000
1.767,0.311,1.089,3.195,1.561,2.416,0.310,2.368,1.483,0.889,0.894,1.699,0.388,3.668,0.651,1.973,0.621,-0.054,1.817,1.856,0.000
0.857,0.507,-0.048,1.964,-0.064,1.136,-0.925,1.629,3.690,1.594,2.264,0.626,1.081,-0.113,0.241,0.062,0.888,1.432,-0.107,0.707,1.000
0.089,0.598,-0.544,-0.305,0.081,0.042,1.172,-0.941,1.398,1.485,0.827,0.862,0.272,1.217,-0.525,0.273,-0.221,-1.248,0.071,-0.759,1.000
-0.023,-0.289,-1.908,-0.539,-3.292,-0.353,-0.841,0.310,0.416,-0.855,-0.153,1.630,-0.240,0.890,-1.503,-0.426,-1.865,-0.749,0.492,0.174,1.000
1.361,-0.172,-0.004,-0.236,2.320,0.668,-1.137,3.155,-0.273,0.535,1.816,0.600,-0.888,1.948,1.145,1.177,-1.099,3.302,2.442,3.272,0.000
1.173,1.924,0.385,0.579,0.834,1.958,2.560,-0.725,2.756,2.193,2.379,1.377,1.645,-0.348,3.937,1.331,2.133,0.436,0.975,1.402,1.000
0.048,2.201,1.335,1.010,0.286,0.925,1.793,2.034,0.257,2.084,0.190,1.992,1.485,1.054,-0.317,-0.340,0.406,1.475,2.821,1.279,0.000
